,restaurant_name,avg_rating,special_diets,price_level,cuisines,address,ZIP
1008,Sajado Gastronomie,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Chinese', 'Sushi', 'Asian']","Olympiaplatz 2/1C, Vienna 1020 Austria",1020
1009,Kantine M101,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Mariahilfer Strasse 101, Vienna 1060 Austria",1060
1010,Al Sarago,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Pizza', 'European', 'Mediterranean']","Landstrasser Hauptstrasse 117, Vienna 1030 Austria",1030
1011,Pizzeria Venezia,3.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'European']","Sechshauserstrasse, Vienna 1150 Austria",1150
1012,Himmelpforte Restaurant & Bar,3.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'International', 'European', 'Central European']","Himmelpfortgasse 24, Vienna 1010 Austria",1010
1013,Wienerwald,3.5,Vegetarian Friendly,€€-€€€,['Austrian'],"Annagasse 3, Vienna 1010 Austria",1010
1015,Shang Li,4.5,Vegetarian Friendly,€,['Chinese'],"Meiselstrasse 21, Vienna 1150 Austria",1150
1018,Restaurant Artner auf der Wieden,4.0,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","Floragasse 6, Vienna 1040 Austria",1040
1019,Joma,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European', 'International']","Hoher Markt 10, Vienna 1010 Austria",1010
1020,ristorante GONDOLA,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European']","Schoenbrunner Strasse 70, Vienna 1050 Austria",1050
1021,Ignacio vinos e ibéricos,4.5,Vegetarian Friendly,€€-€€€,"['Mediterranean', 'European', 'Spanish', 'Wine Bar']","Salztorgasse 7, Vienna 1010 Austria",1010
1022,Smokey's,4.5,Vegetarian Friendly,€€-€€€,"['American', 'Bar']","Obere Donaustrasse 97-99, Vienna 1020 Austria",1020
1023,Heilige Kuh,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,['Indian'],"Lichtentaler Gasse 20, Vienna 1090 Austria",1090
1024,Stellas,4.0,Vegetarian Friendly,€€-€€€,"['Steakhouse', 'Bar', 'Seafood', 'Grill', 'Pub']","Zieglergasse 54, Vienna 1070 Austria",1070
1025,Hitomi Sushi,4.0,Vegetarian Friendly,€,"['Japanese', 'Sushi', 'Asian']","Liechtensteinstrasse 15, Vienna 1090 Austria",1090
1026,Gutruf,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Milchgasse 1, Vienna 1010 Austria",1010
1027,Pizza Riva,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Pizza']","Schlickgasse 2, Vienna 1090 Austria",1090
1028,Wiener Rathauskeller,3.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","Rathausplatz 1 1010 Wien, Vienna 1010 Austria",1010
1029,Falaferia,4.5,"Vegetarian Friendly, Vegan Options",€,"['Fast food', 'Middle Eastern', 'Israeli']","Taborstrasse 38/1C 1020 Vienna, Vienna 1020 Austria",1020
1030,Molly Darcys Original Irish Pub,4.0,Vegetarian Friendly,€€-€€€,"['Irish', 'Bar', 'European', 'Pub']","Teinfaltstrasse 6 Near Rathausplatz, Vienna 1010 Austria",1010
1031,Ristorante Pizzeria Santa Lucia,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'European', 'Bar', 'Pizza', 'Pub']","Salesianergasse 10, Vienna 1030 Austria",1030
1032,Lola - Spanisches Tapas Restaurant,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Mediterranean', 'European', 'Spanish']","Gonzagagasse 14 Innere Stadt, Vienna 1010 Austria",1010
1033,Hasir,4.5,"Vegetarian Friendly, Vegan Options, Halal",€€-€€€,"['Mediterranean', 'Turkish', 'Middle Eastern']","Mexikoplatz 20, Vienna 1020 Austria",1020
1034,Landstein Filet & Wine,4.5,Vegetarian Friendly,€€-€€€,"['European', 'Central European', 'Contemporary']","Landstrasser Hauptstrasse 132, Vienna 1030 Austria",1030
1035,Zur Steirischen Botschaft,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Mediterranean']","Strohgasse 11 1030 Wien, Vienna 1030 Austria",1030
1036,China Restaurant Hietzing,4.0,Vegetarian Friendly,€€-€€€,"['Asian', 'Chinese']","Lainzer Strasse 144 1130 Vienna, Vienna 1130 Austria",1130
1037,Stadtboden,4.0,Vegetarian Friendly,€€-€€€,"['German', 'Austrian', 'Bar', 'European', 'Pub', 'Central European']","Krugerstrasse 8, Vienna 1010 Austria",1010
1038,Asia House,4.0,Vegetarian Friendly,€€-€€€,"['Asian', 'Thai', 'Chinese']","Leopoldsgasse 51, Vienna 1020 Austria",1020
1039,Heuriger Wolff,3.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Wine Bar', 'Central European']","Rathstrasse 46-50 Neustift Am Walde, Vienna 1190 Austria",1190
1040,Takami,4.5,Vegetarian Friendly,€€-€€€,"['Sushi', 'Asian']","Ratschkygasse 5, Vienna 1120 Austria",1120
1041,Blunzenstricker,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Diner', 'Gastropub', 'Central European']","Ottakringer Strasse 71 1160 Wien, Vienna 1160 Austria",1160
1042,Manameierei,4.0,Vegetarian Friendly,€€-€€€,['Cafe'],"Exelbergstrasse 32, Vienna 1170 Austria",1170
1043,Huebler Kaffee Konditorei,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Lorenz-Bayer-Platz 19 1170 Vienna, Vienna 1170 Austria",1170
1044,Eissalon Caffe Perrella,4.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Cafe', 'Healthy']","Dr.-Karl-Lueger-Platz 2, Vienna 1010 Austria",1010
1045,Restaurant Grillhaus Hong Kong,4.5,Vegetarian Friendly,€€-€€€,"['Chinese', 'Asian', 'Grill']","Kostlergasse, 1060 Vienna Mariahilf, Vienna 1060 Austria",1060
1046,China Zentrum Asia Restaurant,4.0,Vegetarian Friendly,€€-€€€,"['Deli', 'Diner', 'Soups', 'Chinese']","Linke Wienzeile 44, Vienna 1060 Austria",1060
1047,Lucky Wok,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Sushi', 'Asian', 'Chinese']","Wagramer Strasse 189b, Vienna 1210 Austria",1210
1048,Koh-i-noor Indian Restaurant,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Indian', 'Asian']","Marc-Aurel-Strasse 8 A1010, Vienna 1010 Austria",1010
1049,Restaurant Koenigshofer,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'European', 'Central European']","Beethovengasse 2 Alservorstadt, Vienna 1090 Austria",1090
1050,Apollon,4.0,Vegetarian Friendly,€€-€€€,"['Mediterranean', 'Greek', 'European']","Hernalser Hauptstrasse 171, Vienna 1170 Austria",1170
1051,Restaurant Stefanie,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European', 'Deli']","Taborstrasse 12 Hotel Stefanie, Vienna 1020 Austria",1020
1052,La Bottega del Gusto,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'European']","Naschmarkt Stand 618 Das Lokal befindet sich in der Naehe der Kettenbrückengasse, Vienna 1060 Austria",1060
1053,Bahur-Tov Kosher Restaurant,4.5,"Kosher, Vegetarian Friendly, Vegan Options",€€-€€€,"['Mediterranean', 'European', 'Middle Eastern', 'Israeli', 'International']","Taborstrasse 19, Vienna 1020 Austria",1020
1054,Zur Reblaus,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Gastropub', 'Central European']","Obere Augartenstrasse 72, Vienna 1020 Austria",1020
1055,Ramiengo,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Sushi', 'Asian']","Landstrasser Hauptstrasse 1b 1. Stock im Wien Mitte , The Mall, Vienna 1030 Austria",1030
1056,Das Moped,4.5,Vegetarian Friendly,€€-€€€,"['Bar', 'Pub']","Salmgasse 23, Vienna 1030 Austria",1030
1057,Café Francais,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['French', 'Cafe', 'European']","Waehringer Strasse 6-8, Vienna 1090 Austria",1090
1058,Rauch Juice Bar Neubaugasse,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Healthy', 'Cafe']","Neubaugasse 13 1070 Vienna, Vienna 1070 Austria",1070
1059,Harvest Cafe,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Cafe', 'European', 'Healthy', 'Contemporary']","Karmeliterplatz 1 Next to Taborstrasse, Tram Line 2 . And 5 min from U2 or 8min from Schwedenplatz U1 / U4, Vienna 1020 Austria",1020
1060,Zhany Asia Cuisine,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Asian', 'Thai']","Prinz-Eugen-Strasse 2, Vienna 1040 Austria",1040
1061,Nguyen's Pho House,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€,"['Asian', 'Vietnamese', 'Soups']","Lerchenfelder Strasse 46 Josefstadt, Vienna 1080 Austria",1080
1062,Al Fayrooz Restaurant,4.0,"Vegetarian Friendly, Halal",€€-€€€,"['European', 'Arabic']","Universitaetsring 8, Vienna 1010 Austria",1010
1063,Café Eskeles,4.5,"Vegetarian Friendly, Vegan Options",€,['European'],"Dorotheergasse 11, Vienna 1010 Austria",1010
1065,Blueorange,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€,['Cafe'],"Margaretenstrasse 9, Vienna 1040 Austria",1040
1066,Gasthaus zum Agnesbründl,3.0,Vegetarian Friendly,€,"['Austrian', 'European']","Jaegerwiese 221, Vienna 1190 Austria",1190
1067,China Restaurant Siegreich,4.5,Vegetarian Friendly,€,['Chinese'],"Marchfelderstraße 12, Vienna 1200 Austria",1200
1068,Heuriger Sissi Huber,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Roterdstrasse 5, Vienna 1160 Austria",1160
1069,E-wok,4.0,Vegetarian Friendly,€€-€€€,"['Sushi', 'Asian', 'Chinese']","Donau-City-Strasse 4, Vienna 1220 Austria",1220
1070,Liman Wien,4.5,"Vegetarian Friendly, Halal",€,"['Turkish', 'Middle Eastern', 'International', 'Mediterranean']","Payergasse 2, Vienna 1160 Austria",1160
1071,Cafe Coffee Day,3.5,Vegetarian Friendly,€€-€€€,"['Cafe', 'International']","Tegetthoffstrasse 7, Vienna 1010 Austria",1010
1072,Fischvierterl am Naschmarkt,4.0,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Seafood', 'European', 'Mediterranean']","Naschmarkt 177-178, Vienna 1060 Austria",1060
1073,S'Zwara,4.0,Vegetarian Friendly,€,"['Austrian', 'Bar', 'Pub', 'European']","Schmelzgasse 14, Vienna 1020 Austria",1020
1074,Gastwirtschaft Nigls,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Rankgasse 36, Vienna 1160 Austria",1160
1075,Nagoya Sushi,4.0,Vegetarian Friendly,€€-€€€,"['Japanese', 'Sushi', 'Asian', 'Korean']","Schleifmuehlgasse 8, Vienna 1040 Austria",1040
1076,Saloon Donau Plex,4.0,Vegetarian Friendly,€€-€€€,"['American', 'Barbecue', 'Central American', 'Bar', 'International']","Wagramer Strasse 79, Vienna 1220 Austria",1220
1077,Simchas,4.5,"Kosher, Vegetarian Friendly",€€-€€€,"['Mediterranean', 'Middle Eastern', 'Russian', 'Israeli']","Taborstrasse 47, Vienna 1020 Austria",1020
1078,Restaurant am Turm,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Donauturmstrasse 4, Vienna 1220 Austria",1220
1079,Schubel Auer,3.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Wine Bar', 'Central European']","Kahlenberger Strasse 22 Nußdorf, Vienna 1190 Austria",1190
1080,Konstantin Filippou,4.5,"Vegetarian Friendly, Gluten Free Options",€€€€,"['European', 'Central European', 'International', 'Contemporary']","Dominikanerbastei 17, Vienna 1010 Austria",1010
1081,Formosa,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,['Asian'],"Barnabitengasse 6, Vienna 1060 Austria",1060
1082,Asia Pavillon,3.5,Vegetarian Friendly,€,"['Chinese', 'Asian']","Favoritenstrasse 1 1040 Vienna, Vienna 1040 Austria",1040
1083,Restaurant Briuni,4.0,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Seafood', 'European', 'Croatian']","Blumauergasse 2, Vienna 1020 Austria",1020
1084,Samrat,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Indian', 'Asian']","Florianigasse 20, Vienna 1080 Austria",1080
1085,Burg.ring1,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,['Austrian'],"Burgring 1, Vienna 1010 Austria",1010
1086,Eulennest Vinothek & Weinbar,5.0,Vegetarian Friendly,€€-€€€,"['European', 'Wine Bar']","Operngasse 30, Vienna 1040 Austria",1040
1087,Edison,3.5,Vegetarian Friendly,€€-€€€,['European'],"Alserstraße Wickenburggasse, Vienna 1080 Austria",1080
1088,Veranda,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€€€,"['Austrian', 'European', 'Central European', 'Contemporary']","Burggasse 2 1070 Vienna, Vienna 1070 Austria",1070
1089,Merkur Hoher Markt,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Wine Bar', 'Deli']","Hoher Markt 12, Vienna 1010 Austria",1010
1090,Suppenwirtschaft,4.5,Vegetarian Friendly,€,"['International', 'Soups']","Servitengasse 6, Vienna 1090 Austria",1090
1091,Gartencafe,4.5,"Vegetarian Friendly, Vegan Options",€,"['Cafe', 'European', 'Austrian']","Stumpergasse 3, Vienna 1060 Austria",1060
1092,Dreier,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Central European', 'European']","Juchgasse 23, Vienna 1030 Austria",1030
1093,Goldies Blue Box,3.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Bar', 'Cafe', 'European', 'Pub', 'Street Food']","Richtergasse 8, Vienna 1070 Austria",1070
1094,caffè latte,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['European', 'Cafe', 'Central European']","Hernalser Guertel 43, Vienna 1170 Austria",1170
1095,Cafe Restaurant Caspian,3.0,Vegetarian Friendly,€€-€€€,"['Persian', 'Middle Eastern']","Zieglergasse 18, Vienna 1070 Austria",1070
1096,Daniel Moser,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Cafe', 'European']","Rotenturmstrasse 14, Vienna 1010 Austria",1010
1097,Flokal,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Suessenbrunner Platz 11 1220 Wien, Vienna 1220 Austria",1220
1098,Gosser Brau,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Gastropub', 'Central European']","Thaliastrasse 125, Vienna 1160 Austria",1160
1099,Gschamster Diener,4.0,Vegetarian Friendly,€€-€€€,"['German', 'Austrian', 'Central European', 'European']","Stumpergasse 19, Vienna 1060 Austria",1060
1100,Inseltreff Barbados,3.5,Vegetarian Friendly,€€-€€€,['European'],"Am Kaisermuehlendamm 1, Vienna 1220 Austria",1220
1101,Landsknecht-Treff,3.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European', 'German']","Naschmarkt Stand 217, Vienna 1060 Austria",1060
1102,Zum hungrigen Kojoten,4.0,Vegetarian Friendly,€,"['Austrian', 'European', 'Central European']","Burggasse 4, Vienna 1070 Austria",1070
1103,Bar Champagne Gourmet,4.0,Vegetarian Friendly,€€-€€€,"['Bar', 'Cafe', 'European', 'Pub']","Opernring 13, Vienna 1010 Austria",1010
1104,Henry The Art of Living,3.5,Vegetarian Friendly,€€-€€€,"['Fast food', 'International', 'European']","Landstrasser Hauptstrasse 1B The Mall EG, Zugang U3 | U4, Vienna 1030 Austria",1030
1105,Teddy's RingelSpiel,3.0,Vegetarian Friendly,€€-€€€,"['Deli', 'Austrian', 'European']","Alserbachstrasse 1 1090 Vienna, Vienna 1090 Austria",1090
1106,Heidinger,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Selzergasse 38, Vienna 1150 Austria",1150
1107,Brillantengrund,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Philippine', 'Asian']","Bandgasse 4, Vienna 1070 Austria",1070
1108,Sudlander Cafe-Bistro,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Mediterranean', 'European', 'Central European']","Rilkeplatz 7, Vienna 1040 Austria",1040
1109,Ristorante Santissimo,3.0,"Vegetarian Friendly, Vegan Options",€€-€€€,['Italian'],"Riemergasse 1-3, Vienna 1010 Austria",1010
1110,Edvard,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€€€,"['International', 'European', 'Central European', 'Contemporary']","Schottenring 24, Vienna 1010 Austria",1010
1111,Pulkautaler Wein & Bierhaus,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Felberstrasse 2 1150 Vienna, Vienna 1150 Austria",1150
1112,Strock,4.0,"Vegetarian Friendly, Vegan Options",€,"['Austrian', 'Cafe', 'European']","Obkirchergasse 22, Vienna 1190 Austria",1190
1113,Toma  Tu Tiempo,4.0,Vegetarian Friendly,€€-€€€,"['Mediterranean', 'European', 'Spanish']","Zieglergasse 44 1070 Vienna, Vienna 1070 Austria",1070
1114,Achillion,4.5,Vegetarian Friendly,€€-€€€,['Greek'],"Ottakringer Strasse 233, Vienna 1160 Austria",1160
1115,Der Mann,4.0,Vegetarian Friendly,€,['Cafe'],"Perfektastrasse 100, Vienna 1230 Austria",1230
1116,Vapiano,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Italian', 'Pizza', 'Fast food', 'Mediterranean', 'European']","Landstrasser Hauptstrasse 1/D, Vienna 1030 Austria",1030
1117,Pizzeria Trattoria La Scala,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European']","Elisabethstrasse 13, Vienna 1010 Austria",1010
1118,Le Troquet,4.0,Vegetarian Friendly,€€-€€€,"['French', 'European', 'Pub']","Kirchengasse 18, Vienna 1070 Austria",1070
1119,Wirtshaus Am Wasserpark,5.0,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","Freytaggasse 1/14 1210 Wien, Vienna 1210 Austria",1210
1120,Market,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Chinese', 'Asian', 'Fusion']","Linke Wienzeile 36, Vienna 1060 Austria",1060
1121,Gosser Eck,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European', 'Gastropub']","Prater 36, Vienna 1020 Austria",1020
1122,Soho,3.5,Vegetarian Friendly,€,"['Austrian', 'International', 'European', 'Contemporary']","Neue Burg Wing, Hofburg Palace, Burggarten, Vienna 1010 Austria",1010
1123,Restaurant Ludwig van,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Central European']","Laimgrubengasse 22, Vienna 1060 Austria",1060
1124,Ristorante Pizzeria Fiorino,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'European', 'Grill']","Praterstrasse 47 U1 Station Nestroyplatz, Vienna 1020 Austria",1020
1125,Nihonbashi,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Japanese', 'Sushi', 'Asian']","Kaerntner Strasse 44, Vienna 1010 Austria",1010
1126,Servitenwirt,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European', 'Gastropub']","Servitengasse 7, Vienna 1090 Austria",1090
1127,Nayeb Restaurant,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Middle Eastern', 'Persian']","Gumpendorfer Strasse 22, Vienna 1060 Austria",1060
1128,Liebstoeckl,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Central European', 'European']","Hernalser Hauptstrasse 189, Vienna 1170 Austria",1170
1129,Sixta Restaurant Bar,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","Schoenbrunner Strasse 21 Schönbrunnerstr. 21, Vienna 1050 Austria",1050
1130,Restaurant Bierstockl,3.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Hetzendorfer Strasse 79 Schloss Hetzendorf, Vienna 1120 Austria",1120
1131,Jedlersdorfer Alm,4.0,Vegetarian Friendly,€€-€€€,['European'],"Jedlersdorfer Platz 36 1210 Wien, Vienna 1210 Austria",1210
1132,Gastwirtschaft Heidenkummer,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Breitenfelder Gasse 18, Vienna 1080 Austria",1080
1133,Selbstverstandlich Strandbeisl,3.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","An der unteren Alten Donau 159 bei Navis; Grosse Bucht Strasse 1, Vienna 1220 Austria",1220
1134,Ristorante Tiziano,3.5,Vegetarian Friendly,€€-€€€,['Italian'],"Schoenbrunner Allee 66, Vienna 1120 Austria",1120
1135,Monsoon,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Indian', 'Asian']","Donaufelder Strasse 66, Vienna 1210 Austria",1210
1136,Mocarello Caffe,4.5,Vegetarian Friendly,€€-€€€,"['Cafe', 'European']","Wollzeile 1-3, Vienna 1010 Austria",1010
1137,Vorstadtbeisl Selitsch,4.0,Vegetarian Friendly,€€-€€€,"['European', 'Austrian', 'Central European']","Gemeindeaugasse 14, Vienna 1220 Austria",1220
1138,Vapiano Moulin Rouge,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European']","Walfischgasse 11, Vienna 1010 Austria",1010
1139,News Cafe,4.0,Vegetarian Friendly,€€-€€€,['Cafe'],"Mariahilfer Strasse 148, Vienna 1150 Austria",1150
1140,Loca,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€€€,"['Healthy', 'International']","Stubenbastei 10, Vienna 1010 Austria",1010
1141,Labstelle,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","Lugeck 6 1010 Vienna, Vienna 1010 Austria",1010
1142,Zur Stadt Krems,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Zieglergasse 37, Vienna 1070 Austria",1070
1143,Pergola,4.0,Vegetarian Friendly,€€-€€€,"['Bar', 'International', 'Asian', 'Central European', 'Austrian']","Sonnwendgasse 15, Vienna 1100 Austria",1100
1144,Pizzeria Enrico,4.0,Vegetarian Friendly,€,"['Italian', 'Pizza']","Erlaaer Strasse 46, Vienna 1230 Austria",1230
1145,Zur Herknerin,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'European', 'Central European']","Wiedner Hauptstrasse 36, Vienna 1040 Austria",1040
1146,Alexis Sorbas,4.0,Vegetarian Friendly,€€-€€€,"['Greek', 'European']","Lobenhauerngasse 16-18, Vienna 1170 Austria",1170
1147,Strasser-Brau,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'Brew Pub', 'International', 'European', 'German', 'Bar', 'Central European']","Schoenbrunner Strasse 253-255 Meidling, Vienna 1120 Austria",1120
1148,Le Pho,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Vietnamese', 'Soups', 'Asian']","Gumpendorfer Strasse 97, Vienna 1060 Austria",1060
1149,Landtmann JausenStation,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'Cafe', 'Deli', 'Central European']","Schlosspark Schonbrunn Schloss Schonbrunn Kronprinzengarten, Vienna 1130 Austria",1130
1150,Cafe Restaurant Pan,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'International', 'Fusion']","Kaiser-Ebersdorfer Strasse 330, Vienna 1110 Austria",1110
1151,Cafe Menta,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['European', 'Central European', 'Cafe']","Radetzkyplatz 4, Vienna 1030 Austria",1030
1152,Falkensteiner Stueberl,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Kleistgasse 28, Vienna 1030 Austria",1030
1153,Weinstube Josefstadt,4.5,Vegetarian Friendly,€,['Wine Bar'],"Piaristengasse 27, Vienna 1080 Austria",1080
1154,Turkis Palast - Oriental Food,4.0,Vegetarian Friendly,€€-€€€,"['Mediterranean', 'Turkish', 'Middle Eastern']","Favoritenstr. 105, Vienna 1100 Austria",1100
1155,Tasty Asia,4.5,Vegetarian Friendly,€,"['Sushi', 'Asian', 'Japanese']","Ottakringer Strasse 106, Vienna 1160 Austria",1160
1156,tulsi Hidden Indian Kitchen,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Indian', 'Asian']","Fluchtgasse 1, Vienna 1090 Austria",1090
1157,Subway,3.5,Vegetarian Friendly,€,['Fast food'],"Opernring 3-5, Top 12-13, Vienna 1010 Austria",1010
1158,Vapiano,4.0,"Gluten Free Options, Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Fast food', 'Mediterranean', 'European']","Europaplatz 1 Westbahnhof, Vienna 1150 Austria",1150
1159,Ristorante da Salvatore,4.5,Vegetarian Friendly,€€€€,['Italian'],"Rohrbacherstrasse 31, Vienna 1130 Austria",1130
1160,Soosser Weinhaus,4.0,Vegetarian Friendly,€,"['Austrian', 'European', 'Central European']","Karmelitergasse 11, Vienna 1020 Austria",1020
1161,Momoya,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Japanese', 'Sushi', 'Asian', 'Fusion']","Boersegasse 3 Wien, Vienna 1010 Austria",1010
1162,Umami,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Japanese', 'Sushi', 'Asian']","Lerchenfelder Strasse 88-90, Vienna 1080 Austria",1080
1163,Restaurant Odysseus,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Mediterranean', 'European', 'Greek']","Penzinger Strasse 57, Vienna 1140 Austria",1140
1164,La Veduta,2.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza']","Gablenzgasse 3 Lugner City, Vienna 1150 Austria",1150
1165,Neuland,5.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Latin', 'Bar', 'Cafe', 'International', 'Spanish', 'Pub', 'Chilean', 'South American']","Cobenzlgasse 5-7 1190 Vienna, Vienna 1190 Austria",1190
1166,Gasthaus Brigitte,3.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'International', 'European']","Simmeringer Hauptstrasse 385, Vienna 1110 Austria",1110
1167,Cantina Osteria Friulana,4.5,Vegetarian Friendly,€€-€€€,"['Italian', 'European', 'Mediterranean']","Bartensteingasse 3, Vienna 1010 Austria",1010
1168,Ponte Di Rialto,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza', 'European', 'Mediterranean']","Tivoligasse 44, Vienna 1120 Austria",1120
1169,Cafe Wolfbauer,4.0,Vegetarian Friendly,€,"['Austrian', 'Cafe', 'European']","Johannesgasse 23, Vienna 1010 Austria",1010
1170,Restauration Marx,3.5,Vegetarian Friendly,€€-€€€,['International'],"Maria-Jacobi-Gasse 2, Vienna 1030 Austria",1030
1171,Vinzirast Mittendrin,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['European', 'International', 'Healthy', 'Central European']","Wahringerstrasse 19, Vienna 1090 Austria",1090
